gapId,title,primaryCategory,secondaryCategories,domainIds,currentStatus,targetLevel,severity,dependencies,acceptanceEvidence,recommendedOwnerArea,dependencyCriticality,safetyImpact,claimRisk,targetUnblockValue,observedFact,recommendation
gap-a2a138d50fb55f9f277f,OS-substrate subsystem: Thread model,Implementation_Gap,[],"[""capability-kernel-thread-model""]",Unknown,T3_Boot_And_Kernel_Foundation,High,[],"[""Direct implementation evidence of a kernel thread model with thread lifecycle management.""]",Kernel,2,1,1,1,Thread model has no direct implementation evidence (no matching evidence); per Requirement 10.6 its Maturity_Score is 0 (absent). No kernel thread model exists.,Register a positive implementation gate for Thread model and produce direct implementation evidence before claiming any maturity; boot or prerequisite gates do not lift this subsystem.
gap-a546f1e7134fe6ec90c4,Normative language contract: Target layout,Language_Gap,[],"[""domain-fbe7266f95fc90d9eac1""]",Unknown,T1_Independent_Language_Platform,High,[],"[""A normative specification for Target layout with cross-revision compatibility guarantees and matching parser/typechecker evidence.""]",Language & type system,3,1,1,2,"Target layout is documented in spec/abi_layout.md with direct implementation evidence evidence-61fa5e8ce3f4f1c2215d, evidence-8134bb444b9ff6c2a6c3, evidence-9590cac46c0ee80276c5, evidence-9f5649d58b6b0a875add, evidence-a161e7e02d04f1b94fe6, evidence-a9922399f899da3770cf, evidence-c11528bb42afadadb318, evidence-f6e2fffbc042fd84d3c5; current classified status is Unknown.",Publish and freeze the normative semantics for Target layout with a versioned compatibility contract before depending on it for system-level work.
gap-a5654e1d64059f716f4f,OS-substrate subsystem: Early console,Implementation_Gap,[],"[""capability-hw-early-console""]",Unsupported,T3_Boot_And_Kernel_Foundation,High,[],"[""Direct implementation evidence of an early console (e.g. serial/UART) driven by kernel code, proven by execution.""]",Kernel & Hardware,2,1,1,1,Early console has no direct implementation evidence (matched evidence evidence-92f50b282fbfc1fdf335); per Requirement 10.6 its Maturity_Score is 0 (absent). No early console implementation exists.,Register a positive implementation gate for Early console and produce direct implementation evidence before claiming any maturity; boot or prerequisite gates do not lift this subsystem.
gap-a5e90e7b781d765fba3f,NIR and control-flow graph gap,Implementation_Gap,[],"[""capability-pipeline-nir-cfg""]",Unknown,T1_Independent_Language_Platform,Medium,[],"[""NIR and CFG lowering implementation evidence.""]",Compiler & ABI,2,0,1,2,"No normative, in-scope, independent implementation was found for NIR and control-flow graph; strongest observed evidence status is Unknown (authoritative source spec/compiler_pipeline.md).","Define and implement NIR and control-flow graph within its own scope; hosted C ABI, generated C++, clang-backed, or primitive relocatable-object evidence cannot satisfy it."
gap-a6f33ad557cb0cbfec88,Normative language contract: Pointers,Language_Gap,[],"[""domain-fbe7266f95fc90d9eac1""]",Unknown,T1_Independent_Language_Platform,Critical,[],"[""A normative specification for Pointers with cross-revision compatibility guarantees and matching parser/typechecker evidence.""]",Language & type system,1,2,1,1,"Pointers is documented in spec/safety_contract.md, spec/type_system.md with direct implementation evidence evidence-144d8c1ed5cd5ce830bf, evidence-2274d0884e4bb05a4b7b, evidence-2eeda1ed4d6bcbe8ba41, evidence-36510b73f83da25ec5e4, evidence-5e9356cb17ef95d4be12, evidence-671e810b7e2ffe60fbb3, evidence-ab1211a8f56a35c0eb97, evidence-b789df43e6f1c88b625e, evidence-c48d330d91a1c571cee6, evidence-c79ceda34fd4137276cd, evidence-dd282ac22cd0e59062f2, evidence-e67eed220d2c48ee199b, evidence-efb3f9adec4a1c735fee, evidence-fb197b693252737d9eee, evidence-fffdbd2d9a627d7fd662; current classified status is Unknown.",Publish and freeze the normative semantics for Pointers with a versioned compatibility contract before depending on it for system-level work.
gap-a87e445e315b31835d18,Contract suites gap,Verification_Gap,[],"[""capability-release-contract-suites""]",Unknown,T1_Independent_Language_Platform,Medium,[],"[""An executed contract test suite with direct execution evidence.""]",Release Engineering,1,0,0,1,Contract suites: no direct current implementation evidence (strongest observed status Unknown); authoritative source .github/workflows/contract-tests.yml.,Provide direct implementation/execution evidence for Contract suites; scoped compiler/tooling or Linux backend SDK release evidence cannot raise OS-substrate maturity.
gap-a992eeb2e41b55081d1d,Semantic stability: Patterns,Verification_Gap,[],"[""domain-fbe7266f95fc90d9eac1""]",Unknown,T1_Independent_Language_Platform,Medium,[],"[""A published compatibility/stability policy governing Patterns with cross-revision guarantees and a negative-change process.""]",Language & type system,1,0,2,1,"Patterns has parser/typechecker implementation evidence (evidence-144d8c1ed5cd5ce830bf, evidence-2274d0884e4bb05a4b7b, evidence-2eeda1ed4d6bcbe8ba41, evidence-36510b73f83da25ec5e4, evidence-5e9356cb17ef95d4be12, evidence-671e810b7e2ffe60fbb3, evidence-ab1211a8f56a35c0eb97, evidence-b789df43e6f1c88b625e, evidence-c48d330d91a1c571cee6, evidence-c79ceda34fd4137276cd, evidence-dd282ac22cd0e59062f2, evidence-e67eed220d2c48ee199b, evidence-efb3f9adec4a1c735fee, evidence-fb197b693252737d9eee, evidence-fffdbd2d9a627d7fd662) but no compatibility policy, so its semantics are not yet stable across revisions.",Define a compatibility policy for Patterns so implemented behavior cannot silently change between revisions.
gap-a9ef3eb15eec04782f41,Normative language contract: Primitive widths,Language_Gap,[],"[""domain-fbe7266f95fc90d9eac1""]",Unknown,T1_Independent_Language_Platform,High,[],"[""A normative specification for Primitive widths with cross-revision compatibility guarantees and matching parser/typechecker evidence.""]",Language & type system,2,1,0,1,"Primitive widths is documented in spec/abi_layout.md, spec/type_system.md with direct implementation evidence evidence-144d8c1ed5cd5ce830bf, evidence-2274d0884e4bb05a4b7b, evidence-2eeda1ed4d6bcbe8ba41, evidence-36510b73f83da25ec5e4, evidence-5e9356cb17ef95d4be12, evidence-61fa5e8ce3f4f1c2215d, evidence-671e810b7e2ffe60fbb3, evidence-8134bb444b9ff6c2a6c3, evidence-9590cac46c0ee80276c5, evidence-9f5649d58b6b0a875add, evidence-a161e7e02d04f1b94fe6, evidence-a9922399f899da3770cf, evidence-ab1211a8f56a35c0eb97, evidence-b789df43e6f1c88b625e, evidence-c11528bb42afadadb318, evidence-c48d330d91a1c571cee6, evidence-c79ceda34fd4137276cd, evidence-dd282ac22cd0e59062f2, evidence-e67eed220d2c48ee199b, evidence-efb3f9adec4a1c735fee, evidence-f6e2fffbc042fd84d3c5, evidence-fb197b693252737d9eee, evidence-fffdbd2d9a627d7fd662; current classified status is Unknown.",Publish and freeze the normative semantics for Primitive widths with a versioned compatibility contract before depending on it for system-level work.
gap-aa076fcf860035b8d724,Runtime/library/package gap: Freestanding startup sequence,Implementation_Gap,[],"[""capability-runtime-freestanding-startup""]",Unknown,T2_Freestanding_Substrate,High,[],"[""A freestanding startup sequence that runs without a hosted runtime."",""There is no freestanding startup runtime; the CLI no-std rejection and the primitive object path are not a runtime.""]",Freestanding Runtime,2,0,1,2,"Freestanding startup sequence has no accepted current implementation satisfying Requirement 8.1; strongest observed status is Unknown (matched evidence: evidence-233f4c35d9bd40187e78, evidence-40554233a9dd16c10630, evidence-7611d78ba8f776964054, evidence-adf13c076c47e70e45d3, evidence-c248e09684ee1dd3c8ef, evidence-e03d3851931cd97d686c, evidence-e40f24aee44b1d656a54).",Implement and verify Freestanding startup sequence before depending on it for freestanding or ecosystem work.
gap-ab613a9ad880ff9cf3e1,Semantic stability: Slices,Verification_Gap,[],"[""domain-fbe7266f95fc90d9eac1""]",Unknown,T1_Independent_Language_Platform,Medium,[],"[""A published compatibility/stability policy governing Slices with cross-revision guarantees and a negative-change process.""]",Language & type system,1,0,2,1,"Slices has parser/typechecker implementation evidence (evidence-144d8c1ed5cd5ce830bf, evidence-2274d0884e4bb05a4b7b, evidence-2eeda1ed4d6bcbe8ba41, evidence-36510b73f83da25ec5e4, evidence-5e9356cb17ef95d4be12, evidence-671e810b7e2ffe60fbb3, evidence-ab1211a8f56a35c0eb97, evidence-b789df43e6f1c88b625e, evidence-c48d330d91a1c571cee6, evidence-c79ceda34fd4137276cd, evidence-dd282ac22cd0e59062f2, evidence-e67eed220d2c48ee199b, evidence-efb3f9adec4a1c735fee, evidence-fb197b693252737d9eee, evidence-fffdbd2d9a627d7fd662) but no compatibility policy, so its semantics are not yet stable across revisions.",Define a compatibility policy for Slices so implemented behavior cannot silently change between revisions.
gap-acfca146fb0baf1a5abd,OS-substrate subsystem: CPU state management,Implementation_Gap,[],"[""capability-hw-cpu-state""]",Unknown,T3_Boot_And_Kernel_Foundation,Critical,[],"[""Direct implementation evidence of CPU state and privilege-level management (control registers, mode transitions).""]",Kernel & Hardware,2,2,1,1,CPU state management has no direct implementation evidence (no matching evidence); per Requirement 10.6 its Maturity_Score is 0 (absent). No CPU-state or privilege-level management implementation exists.,Register a positive implementation gate for CPU state management and produce direct implementation evidence before claiming any maturity; boot or prerequisite gates do not lift this subsystem.
gap-adb4ae22fa17655d4f43,Bootstrap reproducibility gap,Implementation_Gap,[],"[""capability-pipeline-bootstrap""]",Unknown,T1_Independent_Language_Platform,High,[],"[""An accepted, reproducible independent bootstrap path with no generated C++ or external clang dependency.""]",Compiler & ABI,2,0,2,2,"No normative, in-scope, independent implementation was found for Bootstrap reproducibility; strongest observed evidence status is Unknown (authoritative source spec/compiler_pipeline.md).","Define and implement Bootstrap reproducibility within its own scope; hosted C ABI, generated C++, clang-backed, or primitive relocatable-object evidence cannot satisfy it."
gap-b3af7bcec6349ef8c630,Semantic stability: Target layout,Verification_Gap,[],"[""domain-fbe7266f95fc90d9eac1""]",Unknown,T1_Independent_Language_Platform,High,[],"[""A published compatibility/stability policy governing Target layout with cross-revision guarantees and a negative-change process.""]",Language & type system,3,1,2,2,"Target layout has parser/typechecker implementation evidence (evidence-61fa5e8ce3f4f1c2215d, evidence-8134bb444b9ff6c2a6c3, evidence-9590cac46c0ee80276c5, evidence-9f5649d58b6b0a875add, evidence-a161e7e02d04f1b94fe6, evidence-a9922399f899da3770cf, evidence-c11528bb42afadadb318, evidence-f6e2fffbc042fd84d3c5) but no compatibility policy, so its semantics are not yet stable across revisions.",Define a compatibility policy for Target layout so implemented behavior cannot silently change between revisions.
gap-b4f082b2bc447989b1dc,Normative language contract: Slices,Language_Gap,[],"[""domain-fbe7266f95fc90d9eac1""]",Unknown,T1_Independent_Language_Platform,Medium,[],"[""A normative specification for Slices with cross-revision compatibility guarantees and matching parser/typechecker evidence.""]",Language & type system,1,0,1,1,"Slices is documented in spec/type_system.md with direct implementation evidence evidence-144d8c1ed5cd5ce830bf, evidence-2274d0884e4bb05a4b7b, evidence-2eeda1ed4d6bcbe8ba41, evidence-36510b73f83da25ec5e4, evidence-5e9356cb17ef95d4be12, evidence-671e810b7e2ffe60fbb3, evidence-ab1211a8f56a35c0eb97, evidence-b789df43e6f1c88b625e, evidence-c48d330d91a1c571cee6, evidence-c79ceda34fd4137276cd, evidence-dd282ac22cd0e59062f2, evidence-e67eed220d2c48ee199b, evidence-efb3f9adec4a1c735fee, evidence-fb197b693252737d9eee, evidence-fffdbd2d9a627d7fd662; current classified status is Unknown.",Publish and freeze the normative semantics for Slices with a versioned compatibility contract before depending on it for system-level work.
gap-b64c7091d12fde31846a,Runtime/library/package gap: Freestanding unwinding,Implementation_Gap,[],"[""capability-runtime-unwinding""]",Unknown,T2_Freestanding_Substrate,High,[],"[""A freestanding stack-unwinding mechanism with implementation evidence."",""Freestanding unwinding is unspecified and unimplemented.""]",Freestanding Runtime,2,0,1,2,Freestanding unwinding has no accepted current implementation satisfying Requirement 8.1; strongest observed status is Unknown (matched evidence: evidence-3a36a899e5cd1a19fb7a).,Implement and verify Freestanding unwinding before depending on it for freestanding or ecosystem work.
gap-b6b718d7d0d506fb492a,Native code generation (independent backend) gap,Implementation_Gap,[],"[""capability-pipeline-native-codegen""]",Unsupported,T1_Independent_Language_Platform,High,[],"[""A Nebula-owned native code generator that does not depend on generated C++ or an external clang toolchain.""]",Compiler & ABI,2,0,2,2,"No normative, in-scope, independent implementation was found for Native code generation (independent backend); strongest observed evidence status is Unsupported (authoritative source spec/compiler_pipeline.md).","Define and implement Native code generation (independent backend) within its own scope; hosted C ABI, generated C++, clang-backed, or primitive relocatable-object evidence cannot satisfy it."
gap-b9c31a53a4f25e9eba93,Semantic stability: Generics,Verification_Gap,[],"[""domain-fbe7266f95fc90d9eac1""]",Unknown,T1_Independent_Language_Platform,High,[],"[""A published compatibility/stability policy governing Generics with cross-revision guarantees and a negative-change process.""]",Language & type system,2,0,2,1,"Generics has parser/typechecker implementation evidence (evidence-144d8c1ed5cd5ce830bf, evidence-19429a0e9339edd0ae79, evidence-1da33b48535aee270420, evidence-2274d0884e4bb05a4b7b, evidence-268264b031bca69dacf8, evidence-2eeda1ed4d6bcbe8ba41, evidence-36510b73f83da25ec5e4, evidence-588637a269b6497fbb2c, evidence-5e9356cb17ef95d4be12, evidence-64bece4cc18508fe729c, evidence-671e810b7e2ffe60fbb3, evidence-75e1ab5848df15d611f9, evidence-ab1211a8f56a35c0eb97, evidence-ae007f2fb227b343aae0, evidence-aeda7ee5443349dc5a62, evidence-b789df43e6f1c88b625e, evidence-b953368c149d6d373032, evidence-c48d330d91a1c571cee6, evidence-c79ceda34fd4137276cd, evidence-cbeee7c906e568ad120b, evidence-ccbe839da67a36757cd4, evidence-dd282ac22cd0e59062f2, evidence-e67eed220d2c48ee199b, evidence-ec91ba371bb7b1739de5, evidence-efb3f9adec4a1c735fee, evidence-f1ba1a49ff3e526f119e, evidence-fb197b693252737d9eee, evidence-fb3b99361260bfe222c0, evidence-fffdbd2d9a627d7fd662) but no compatibility policy, so its semantics are not yet stable across revisions.",Define a compatibility policy for Generics so implemented behavior cannot silently change between revisions.
